0.0001,0
0.0002,0.314107590769048
0.0003,0.627905195268676
0.0004,0.941083133148486
0.0005,1.25333233559422
0.0006,1.56434465034137
0.0007,1.87381314578426
0.0008,2.18143241388045
0.0009,2.48689887155168
0.001,2.78991106028362
0.0011,3.09016994362911
0.0012,3.38737920232097
0.0013,3.68124552670339
0.0014,3.97147890619311
0.0015,4.25779291548488
0.0016,4.53990499721863
0.0017,4.8175367408295
0.0018,5.09041415730543
0.0019,5.35826794958125
0.002,5.62083377830236
0.0021,5.87785252269578
0.0022,6.12907053629103
0.0023,6.37423989723861
0.0024,6.61311865297892
0.0025,6.84547105902024
0.0026,7.07106781159004
0.0027,7.28968627393017
0.0028,7.50111069601241
0.0029,7.70513242745776
0.003,7.90155012344912
0.0031,8.09016994343435
0.0032,8.27080574242345
0.0033,8.44327925469127
0.0034,8.60742026970416
0.0035,8.7630668000973
0.0036,8.91006524153661
0.0037,9.04827052430775
0.0038,9.17754625648233
0.0039,9.29776485852035
0.004,9.40880768917576
0.0041,9.51056516258108
0.0042,9.60293685639538
0.0043,9.68583161090903
0.0044,9.75916761900734
0.0045,9.82287250690427
0.0046,9.87688340556665
0.0047,9.92114701275833
0.0048,9.95561964564301
0.0049,9.98026728389396
0.005,9.99506560326799
0.0051,9.99999999961048
0.0052,9.99506560326799
0.0053,9.98026728389396
0.0054,9.95561964564301
0.0055,9.92114701275833
0.0056,9.87688340556665
0.0057,9.82287250690427
0.0058,9.75916761900734
0.0059,9.68583161090903
0.006,9.60293685639538
0.0061,9.51056516258108
0.0062,9.40880768917576
0.0063,9.29776485852035
0.0064,9.17754625648233
0.0065,9.04827052430775
0.0066,8.91006524153661
0.0067,8.7630668000973
0.0068,8.60742026970416
0.0069,8.44327925469127
0.007,8.27080574242345
0.0071,8.09016994343435
0.0072,7.90155012344912
0.0073,7.70513242745776
0.0074,7.50111069601241
0.0075,7.28968627393017
0.0076,7.07106781159004
0.0077,6.84547105902024
0.0078,6.61311865297892
0.0079,6.37423989723861
0.008,6.12907053629102
0.0081,5.87785252269578
0.0082,5.62083377830237
0.0083,5.35826794958125
0.0084,5.09041415730543
0.0085,4.8175367408295
0.0086,4.53990499721863
0.0087,4.25779291548488
0.0088,3.97147890619311
0.0089,3.68124552670339
0.009,3.38737920232097
0.0091,3.0901699436291
0.0092,2.78991106028362
0.0093,2.48689887155168
0.0094,2.18143241388045
0.0095,1.87381314578426
0.0096,1.56434465034138
0.0097,1.25333233559422
0.0098,0.941083133148486
0.0099,0.627905195268678
0.01,0.314107590769047
0.0101,1.22464679909965e-15
0.0102,-0.314108219042392
0.0103,-0.627906451195326
0.0104,-0.941085015488995
0.0105,-1.25333484249095
0.0106,-1.56434777932031
0.0107,-1.87381689375748
0.0108,-2.18143677714917
0.0109,-2.48690384580987
0.011,-2.78991664062229
0.0111,-3.09017612454114
0.0112,-3.38738597770654
0.0113,-3.68125288987602
0.0114,-3.97148684988624
0.0115,-4.25780143185903
0.0116,-4.53991407786918
0.0117,-4.81754637679494
0.0118,-5.09042433907623
0.0119,-5.35827866710922
0.012,-5.62084502101061
0.0121,-5.8778642794891
0.0122,-6.12908279556689
0.0123,-6.37425264689858
0.0124,-6.61313188044064
0.0125,-6.84548475122979
0.0126,-7.07108195503486
0.0127,-7.28970085465239
0.0128,-7.50112569962262
0.0129,-7.70514783914921
0.013,-7.90156592801233
0.0131,-8.09018612527212
