0.0001,0,0,0,0
0.0002,0.3141075908,3139.525976,-30998.62694,1.570537954e-05
0.0003,0.6279051953,3134.877712,-61966.66198,6.280601884e-05
0.0004,0.9410831331,3127.135702,-92873.54341,0.0001412554353
0.0005,1.253332336,3116.307586,-123688.7699,0.0002509762087
0.0006,1.56434465,3102.404051,-154381.9304,0.000391860058
0.0007,1.873813146,3085.438818,-184922.7347,0.0005637679478
0.0008,2.181432414,3065.428629,-215281.0425,0.0007665302258
0.0009,2.486898872,3042.393232,-245426.8939,0.0009999467901
0.001,2.78991106,3016.35536,-275330.5386,0.001263787287
0.0011,3.090169944,2987.34071,-304962.4654,0.001557791337
0.0012,3.387379202,2955.377915,-334293.4309,0.001881668794
0.0013,3.681245527,2920.498519,-363294.4893,0.002235100031
0.0014,3.971478906,2882.736944,-391937.0198,0.002617736252
0.0015,4.257792915,2842.130455,-420192.7558,0.003029199843
0.0016,4.539904997,2798.719127,-448033.8123,0.003469084739
0.0017,4.817536741,2752.5458,-475432.7135,0.003936956826
0.0018,5.090414157,2703.656044,-502362.42,0.004432354371
0.0019,5.35826795,2652.098105,-528796.3555,0.004954788476
0.002,5.620833778,2597.922866,-554708.4328,0.005503743563
0.0021,5.877852523,2541.18379,-580073.0798,0.006078677878
0.0022,6.129070536,2481.936873,-604865.2648,0.006679024031
0.0023,6.374239897,2420.240583,-629060.5207,0.007304189552
0.0024,6.613118653,2356.155809,-652634.9699,0.00795355748
0.0025,6.845471059,2289.745793,-675565.3472,0.008626486965
0.0026,7.071067812,2221.076075,-697829.023,0.009322313909
0.0027,7.289686274,2150.214422,-719404.0258,0.01004035161
0.0028,7.501110696,2077.230768,-740269.0637,0.01077989146
0.0029,7.705132427,2002.197137,-760403.5454,0.01154020362
0.003,7.901550123,1925.18758,-779787.6006,0.01232053775
0.0031,8.090169943,1846.278095,-798402.0996,0.01312012375
0.0032,8.270805742,1765.546556,-816228.6721,0.01393817253
0.0033,8.443279255,1683.072636,-833249.7255,0.01477387678
0.0034,8.60742027,1598.937727,-849448.462,0.01562641176
0.0035,8.7630668,1513.224859,-864808.8954,0.01649493611
0.0036,8.910065242,1426.018621,-879315.8668,0.01737859271
0.0037,9.048270524,1337.405075,-892955.0597,0.0182765095
0.0038,9.177546256,1247.471671,-905713.0137,0.01918780034
0.0039,9.297764859,1156.307163,-917577.1383,0.0201115659
0.004,9.408807689,1064.00152,-928535.725,0.02104689453
0.0041,9.510565163,970.6458361,-938577.9591,0.02199286317
0.0042,9.602936856,876.3322416,-947693.9301,0.02294853827
0.0043,9.685831611,781.1538131,-955874.6415,0.02391297669
0.0044,9.759167619,685.20448,-963112.0201,0.02488522665
0.0045,9.822872507,588.5789328,-969398.9235,0.02586432866
0.0046,9.876883406,491.3725293,-974729.1471,0.02684931646
0.0047,9.921147013,393.6812004,-979097.4307,0.02783921798
0.0048,9.955619646,295.6013557,-982499.4634,0.02883305631
0.0049,9.980267284,197.2297881,-984931.8877,0.02982985066
0.005,9.995065603,98.66357858,-986392.3032,0.0308286173
0.0051,10,-0,-986879.2685,0.03182837058
